source,target,type
glowstone,respawn_anchor,minecraft:crafting_shaped
crying_obsidian,respawn_anchor,minecraft:crafting_shaped
diamond,rib_armor_trim_smithing_template,minecraft:crafting_shaped
netherrack,rib_armor_trim_smithing_template,minecraft:crafting_shaped
rib_armor_trim_smithing_template,rib_armor_trim_smithing_template,minecraft:crafting_shaped
iron_ingot,saddle,minecraft:crafting_shaped
leather,saddle,minecraft:crafting_shaped
sand,sandstone,minecraft:crafting_shaped
sandstone,sandstone_slab,minecraft:crafting_shaped
chiseled_sandstone,sandstone_slab,minecraft:crafting_shaped
sandstone,sandstone_slab,minecraft:stonecutting
sandstone,sandstone_stairs,minecraft:crafting_shaped
chiseled_sandstone,sandstone_stairs,minecraft:crafting_shaped
cut_sandstone,sandstone_stairs,minecraft:crafting_shaped
sandstone,sandstone_stairs,minecraft:stonecutting
sandstone,sandstone_wall,minecraft:crafting_shaped
sandstone,sandstone_wall,minecraft:stonecutting
bamboo,scaffolding,minecraft:crafting_shaped
string,scaffolding,minecraft:crafting_shaped
prismarine_crystals,sea_lantern,minecraft:crafting_shaped
prismarine_shard,sea_lantern,minecraft:crafting_shaped
diamond,sentry_armor_trim_smithing_template,minecraft:crafting_shaped
cobblestone,sentry_armor_trim_smithing_template,minecraft:crafting_shaped
sentry_armor_trim_smithing_template,sentry_armor_trim_smithing_template,minecraft:crafting_shaped
diamond,shaper_armor_trim_smithing_template,minecraft:crafting_shaped
terracotta,shaper_armor_trim_smithing_template,minecraft:crafting_shaped
shaper_armor_trim_smithing_template,shaper_armor_trim_smithing_template,minecraft:crafting_shaped
iron_ingot,shears,minecraft:crafting_shaped
wooden_tool_materials,shield,minecraft:crafting_shaped
iron_ingot,shield,minecraft:crafting_shaped
chest,shulker_box,minecraft:crafting_shaped
shulker_shell,shulker_box,minecraft:crafting_shaped
diamond,silence_armor_trim_smithing_template,minecraft:crafting_shaped
cobbled_deepslate,silence_armor_trim_smithing_template,minecraft:crafting_shaped
silence_armor_trim_smithing_template,silence_armor_trim_smithing_template,minecraft:crafting_shaped
paper,skull_banner_pattern,minecraft:crafting_shapeless
wither_skeleton_skull,skull_banner_pattern,minecraft:crafting_shapeless
slime_block,slime_ball,minecraft:crafting_shapeless
slime_ball,slime_block,minecraft:crafting_shaped
planks,smithing_table,minecraft:crafting_shaped
iron_ingot,smithing_table,minecraft:crafting_shaped
logs,smoker,minecraft:crafting_shaped
furnace,smoker,minecraft:crafting_shaped
basalt,smooth_basalt,minecraft:smelting
quartz_block,smooth_quartz,minecraft:smelting
smooth_quartz,smooth_quartz_slab,minecraft:crafting_shaped
smooth_quartz,smooth_quartz_slab,minecraft:stonecutting
smooth_quartz,smooth_quartz_stairs,minecraft:crafting_shaped
smooth_quartz,smooth_quartz_stairs,minecraft:stonecutting
red_sandstone,smooth_red_sandstone,minecraft:smelting
smooth_red_sandstone,smooth_red_sandstone_slab,minecraft:crafting_shaped
smooth_red_sandstone,smooth_red_sandstone_slab,minecraft:stonecutting
smooth_red_sandstone,smooth_red_sandstone_stairs,minecraft:crafting_shaped
smooth_red_sandstone,smooth_red_sandstone_stairs,minecraft:stonecutting
sandstone,smooth_sandstone,minecraft:smelting
smooth_sandstone,smooth_sandstone_slab,minecraft:crafting_shaped
smooth_sandstone,smooth_sandstone_slab,minecraft:stonecutting
smooth_sandstone,smooth_sandstone_stairs,minecraft:crafting_shaped
smooth_sandstone,smooth_sandstone_stairs,minecraft:stonecutting
stone,smooth_stone,minecraft:smelting
smooth_stone,smooth_stone_slab,minecraft:crafting_shaped
smooth_stone,smooth_stone_slab,minecraft:stonecutting
diamond,snout_armor_trim_smithing_template,minecraft:crafting_shaped
blackstone,snout_armor_trim_smithing_template,minecraft:crafting_shaped
snout_armor_trim_smithing_template,snout_armor_trim_smithing_template,minecraft:crafting_shaped
snow_block,snow,minecraft:crafting_shaped
snowball,snow_block,minecraft:crafting_shaped
soul_fire_base_blocks,soul_campfire,minecraft:crafting_shaped
logs,soul_campfire,minecraft:crafting_shaped
stick,soul_campfire,minecraft:crafting_shaped
soul_torch,soul_lantern,minecraft:crafting_shaped
iron_nugget,soul_lantern,minecraft:crafting_shaped
stick,soul_torch,minecraft:crafting_shaped
soul_fire_base_blocks,soul_torch,minecraft:crafting_shaped
coal,soul_torch,minecraft:crafting_shaped
charcoal,soul_torch,minecraft:crafting_shaped
glowstone_dust,spectral_arrow,minecraft:crafting_shaped
arrow,spectral_arrow,minecraft:crafting_shaped
diamond,spire_armor_trim_smithing_template,minecraft:crafting_shaped
purpur_block,spire_armor_trim_smithing_template,minecraft:crafting_shaped
spire_armor_trim_smithing_template,spire_armor_trim_smithing_template,minecraft:crafting_shaped
wet_sponge,sponge,minecraft:smelting
spruce_planks,spruce_boat,minecraft:crafting_shaped
spruce_planks,spruce_button,minecraft:crafting_shapeless
chest,spruce_chest_boat,minecraft:crafting_shapeless
spruce_boat,spruce_chest_boat,minecraft:crafting_shapeless
spruce_planks,spruce_door,minecraft:crafting_shaped
stick,spruce_fence,minecraft:crafting_shaped
spruce_planks,spruce_fence,minecraft:crafting_shaped
stick,spruce_fence_gate,minecraft:crafting_shaped
spruce_planks,spruce_fence_gate,minecraft:crafting_shaped
stripped_spruce_log,spruce_hanging_sign,minecraft:crafting_shaped
iron_chain,spruce_hanging_sign,minecraft:crafting_shaped
spruce_logs,spruce_planks,minecraft:crafting_shapeless
spruce_planks,spruce_pressure_plate,minecraft:crafting_shaped
stripped_spruce_log,spruce_shelf,minecraft:crafting_shaped
spruce_planks,spruce_sign,minecraft:crafting_shaped
stick,spruce_sign,minecraft:crafting_shaped
spruce_planks,spruce_slab,minecraft:crafting_shaped
spruce_planks,spruce_stairs,minecraft:crafting_shaped
spruce_planks,spruce_trapdoor,minecraft:crafting_shaped
spruce_log,spruce_wood,minecraft:crafting_shaped
amethyst_shard,spyglass,minecraft:crafting_shaped
copper_ingot,spyglass,minecraft:crafting_shaped
planks,stick,minecraft:crafting_shaped
piston,sticky_piston,minecraft:crafting_shaped
slime_ball,sticky_piston,minecraft:crafting_shaped
bamboo,stick,minecraft:crafting_shaped
cobblestone,stone,minecraft:smelting
stone,stonecutter,minecraft:crafting_shaped
iron_ingot,stonecutter,minecraft:crafting_shaped
stick,stone_axe,minecraft:crafting_shaped
stone_tool_materials,stone_axe,minecraft:crafting_shaped
stone,stone_bricks,minecraft:crafting_shaped
stone,stone_bricks,minecraft:stonecutting
stone_bricks,stone_brick_slab,minecraft:crafting_shaped
stone_bricks,stone_brick_slab,minecraft:stonecutting
stone,stone_brick_slab,minecraft:stonecutting
stone_bricks,stone_brick_stairs,minecraft:crafting_shaped
stone_bricks,stone_brick_stairs,minecraft:stonecutting
stone,stone_brick_stairs,minecraft:stonecutting
stone_bricks,stone_brick_wall,minecraft:crafting_shaped
stone_bricks,stone_brick_wall,minecraft:stonecutting
stone,stone_brick_wall,minecraft:stonecutting
stone,stone_button,minecraft:crafting_shapeless
stick,stone_hoe,minecraft:crafting_shaped
stone_tool_materials,stone_hoe,minecraft:crafting_shaped
stick,stone_pickaxe,minecraft:crafting_shaped
stone_tool_materials,stone_pickaxe,minecraft:crafting_shaped
stone,stone_pressure_plate,minecraft:crafting_shaped
stick,stone_shovel,minecraft:crafting_shaped
stone_tool_materials,stone_shovel,minecraft:crafting_shaped
stone,stone_slab,minecraft:crafting_shaped
stone,stone_slab,minecraft:stonecutting
stick,stone_spear,minecraft:crafting_shaped
stone_tool_materials,stone_spear,minecraft:crafting_shaped
stone,stone_stairs,minecraft:crafting_shaped
stone,stone_stairs,minecraft:stonecutting
stick,stone_sword,minecraft:crafting_shaped
stone_tool_materials,stone_sword,minecraft:crafting_shaped
stripped_acacia_log,stripped_acacia_wood,minecraft:crafting_shaped
stripped_birch_log,stripped_birch_wood,minecraft:crafting_shaped
stripped_cherry_log,stripped_cherry_wood,minecraft:crafting_shaped
stripped_crimson_stem,stripped_crimson_hyphae,minecraft:crafting_shaped
stripped_dark_oak_log,stripped_dark_oak_wood,minecraft:crafting_shaped
stripped_jungle_log,stripped_jungle_wood,minecraft:crafting_shaped
stripped_mangrove_log,stripped_mangrove_wood,minecraft:crafting_shaped
stripped_oak_log,stripped_oak_wood,minecraft:crafting_shaped
stripped_pale_oak_log,stripped_pale_oak_wood,minecraft:crafting_shaped
stripped_spruce_log,stripped_spruce_wood,minecraft:crafting_shaped
stripped_warped_stem,stripped_warped_hyphae,minecraft:crafting_shaped
honey_bottle,sugar,minecraft:crafting_shapeless
sugar_cane,sugar,minecraft:crafting_shapeless
polished_sulfur,sulfur_bricks,minecraft:crafting_shaped
polished_sulfur,sulfur_bricks,minecraft:stonecutting
sulfur,sulfur_bricks,minecraft:stonecutting
sulfur_bricks,sulfur_brick_slab,minecraft:crafting_shaped
polished_sulfur,sulfur_brick_slab,minecraft:stonecutting
sulfur_bricks,sulfur_brick_slab,minecraft:stonecutting
sulfur,sulfur_brick_slab,minecraft:stonecutting
sulfur_bricks,sulfur_brick_stairs,minecraft:crafting_shaped
polished_sulfur,sulfur_brick_stairs,minecraft:stonecutting
sulfur_bricks,sulfur_brick_stairs,minecraft:stonecutting
sulfur,sulfur_brick_stairs,minecraft:stonecutting
sulfur_bricks,sulfur_brick_wall,minecraft:crafting_shaped
polished_sulfur,sulfur_brick_wall,minecraft:stonecutting
sulfur_bricks,sulfur_brick_wall,minecraft:stonecutting
sulfur,sulfur_brick_wall,minecraft:stonecutting
sulfur_spike,sulfur,minecraft:crafting_shaped
sulfur,sulfur_slab,minecraft:crafting_shaped
sulfur,sulfur_slab,minecraft:stonecutting
sulfur,sulfur_stairs,minecraft:crafting_shaped
sulfur,sulfur_stairs,minecraft:stonecutting
sulfur,sulfur_wall,minecraft:crafting_shaped
sulfur,sulfur_wall,minecraft:stonecutting
bowl,suspicious_stew,minecraft:crafting_shapeless
brown_mushroom,suspicious_stew,minecraft:crafting_shapeless
red_mushroom,suspicious_stew,minecraft:crafting_shapeless
allium,suspicious_stew,minecraft:crafting_shapeless
azure_bluet,suspicious_stew,minecraft:crafting_shapeless
blue_orchid,suspicious_stew,minecraft:crafting_shapeless
closed_eyeblossom,suspicious_stew,minecraft:crafting_shapeless
cornflower,suspicious_stew,minecraft:crafting_shapeless
dandelion,suspicious_stew,minecraft:crafting_shapeless
golden_dandelion,suspicious_stew,minecraft:crafting_shapeless
lily_of_the_valley,suspicious_stew,minecraft:crafting_shapeless
open_eyeblossom,suspicious_stew,minecraft:crafting_shapeless
orange_tulip,suspicious_stew,minecraft:crafting_shapeless
oxeye_daisy,suspicious_stew,minecraft:crafting_shapeless
pink_tulip,suspicious_stew,minecraft:crafting_shapeless
poppy,suspicious_stew,minecraft:crafting_shapeless
red_tulip,suspicious_stew,minecraft:crafting_shapeless
torchflower,suspicious_stew,minecraft:crafting_shapeless
white_tulip,suspicious_stew,minecraft:crafting_shapeless
wither_rose,suspicious_stew,minecraft:crafting_shapeless
hay_block,target,minecraft:crafting_shaped
redstone,target,minecraft:crafting_shaped
clay,terracotta,minecraft:smelting
diamond,tide_armor_trim_smithing_template,minecraft:crafting_shaped
prismarine,tide_armor_trim_smithing_template,minecraft:crafting_shaped
tide_armor_trim_smithing_template,tide_armor_trim_smithing_template,minecraft:crafting_shaped
glass,tinted_glass,minecraft:crafting_shaped
amethyst_shard,tinted_glass,minecraft:crafting_shaped
sand,tnt,minecraft:crafting_shaped
red_sand,tnt,minecraft:crafting_shaped
gunpowder,tnt,minecraft:crafting_shaped
tnt,tnt_minecart,minecraft:crafting_shapeless
minecart,tnt_minecart,minecraft:crafting_shapeless
stick,torch,minecraft:crafting_shaped
coal,torch,minecraft:crafting_shaped
charcoal,torch,minecraft:crafting_shaped
chest,trapped_chest,minecraft:crafting_shapeless
tripwire_hook,trapped_chest,minecraft:crafting_shapeless
planks,tripwire_hook,minecraft:crafting_shaped
iron_ingot,tripwire_hook,minecraft:crafting_shaped
stick,tripwire_hook,minecraft:crafting_shaped
polished_tuff,tuff_bricks,minecraft:crafting_shaped
polished_tuff,tuff_bricks,minecraft:stonecutting
tuff,tuff_bricks,minecraft:stonecutting
tuff_bricks,tuff_brick_slab,minecraft:crafting_shaped
polished_tuff,tuff_brick_slab,minecraft:stonecutting
tuff_bricks,tuff_brick_slab,minecraft:stonecutting
tuff,tuff_brick_slab,minecraft:stonecutting
tuff_bricks,tuff_brick_stairs,minecraft:crafting_shaped
polished_tuff,tuff_brick_stairs,minecraft:stonecutting
tuff_bricks,tuff_brick_stairs,minecraft:stonecutting
tuff,tuff_brick_stairs,minecraft:stonecutting
tuff_bricks,tuff_brick_wall,minecraft:crafting_shaped
polished_tuff,tuff_brick_wall,minecraft:stonecutting
tuff_bricks,tuff_brick_wall,minecraft:stonecutting
tuff,tuff_brick_wall,minecraft:stonecutting
tuff,tuff_slab,minecraft:crafting_shaped
tuff,tuff_slab,minecraft:stonecutting
tuff,tuff_stairs,minecraft:crafting_shaped
tuff,tuff_stairs,minecraft:stonecutting
tuff,tuff_wall,minecraft:crafting_shaped
tuff,tuff_wall,minecraft:stonecutting
turtle_scute,turtle_helmet,minecraft:crafting_shaped
diamond,vex_armor_trim_smithing_template,minecraft:crafting_shaped
cobblestone,vex_armor_trim_smithing_template,minecraft:crafting_shaped
vex_armor_trim_smithing_template,vex_armor_trim_smithing_template,minecraft:crafting_shaped
diamond,ward_armor_trim_smithing_template,minecraft:crafting_shaped
cobbled_deepslate,ward_armor_trim_smithing_template,minecraft:crafting_shaped
ward_armor_trim_smithing_template,ward_armor_trim_smithing_template,minecraft:crafting_shaped
warped_planks,warped_button,minecraft:crafting_shapeless
warped_planks,warped_door,minecraft:crafting_shaped
stick,warped_fence,minecraft:crafting_shaped
warped_planks,warped_fence,minecraft:crafting_shaped
stick,warped_fence_gate,minecraft:crafting_shaped
warped_planks,warped_fence_gate,minecraft:crafting_shaped
fishing_rod,warped_fungus_on_a_stick,minecraft:crafting_shaped
warped_fungus,warped_fungus_on_a_stick,minecraft:crafting_shaped
stripped_warped_stem,warped_hanging_sign,minecraft:crafting_shaped
iron_chain,warped_hanging_sign,minecraft:crafting_shaped
warped_stem,warped_hyphae,minecraft:crafting_shaped
warped_stems,warped_planks,minecraft:crafting_shapeless
warped_planks,warped_pressure_plate,minecraft:crafting_shaped
stripped_warped_stem,warped_shelf,minecraft:crafting_shaped
warped_planks,warped_sign,minecraft:crafting_shaped
stick,warped_sign,minecraft:crafting_shaped
warped_planks,warped_slab,minecraft:crafting_shaped
warped_planks,warped_stairs,minecraft:crafting_shaped
warped_planks,warped_trapdoor,minecraft:crafting_shaped
waxed_cut_copper_slab,waxed_chiseled_copper,minecraft:crafting_shaped
chiseled_copper,waxed_chiseled_copper,minecraft:crafting_shapeless
honeycomb,waxed_chiseled_copper,minecraft:crafting_shapeless
waxed_copper_block,waxed_chiseled_copper,minecraft:stonecutting
waxed_cut_copper,waxed_chiseled_copper,minecraft:stonecutting
copper_bars,waxed_copper_bars,minecraft:crafting_shapeless
honeycomb,waxed_copper_bars,minecraft:crafting_shapeless
copper_block,waxed_copper_block,minecraft:crafting_shapeless
honeycomb,waxed_copper_block,minecraft:crafting_shapeless
blaze_rod,waxed_copper_bulb,minecraft:crafting_shaped
waxed_copper_block,waxed_copper_bulb,minecraft:crafting_shaped
redstone,waxed_copper_bulb,minecraft:crafting_shaped
copper_bulb,waxed_copper_bulb,minecraft:crafting_shapeless
honeycomb,waxed_copper_bulb,minecraft:crafting_shapeless
copper_chain,waxed_copper_chain,minecraft:crafting_shapeless
honeycomb,waxed_copper_chain,minecraft:crafting_shapeless
copper_chest,waxed_copper_chest,minecraft:crafting_shapeless
honeycomb,waxed_copper_chest,minecraft:crafting_shapeless
copper_door,waxed_copper_door,minecraft:crafting_shapeless
honeycomb,waxed_copper_door,minecraft:crafting_shapeless
copper_golem_statue,waxed_copper_golem_statue,minecraft:crafting_shapeless
honeycomb,waxed_copper_golem_statue,minecraft:crafting_shapeless
waxed_copper_block,waxed_copper_grate,minecraft:crafting_shaped
copper_grate,waxed_copper_grate,minecraft:crafting_shapeless
honeycomb,waxed_copper_grate,minecraft:crafting_shapeless
waxed_copper_block,waxed_copper_grate,minecraft:stonecutting
copper_lantern,waxed_copper_lantern,minecraft:crafting_shapeless
honeycomb,waxed_copper_lantern,minecraft:crafting_shapeless
copper_trapdoor,waxed_copper_trapdoor,minecraft:crafting_shapeless
honeycomb,waxed_copper_trapdoor,minecraft:crafting_shapeless
waxed_copper_block,waxed_cut_copper,minecraft:crafting_shaped
cut_copper,waxed_cut_copper,minecraft:crafting_shapeless
honeycomb,waxed_cut_copper,minecraft:crafting_shapeless
waxed_copper_block,waxed_cut_copper,minecraft:stonecutting
waxed_cut_copper,waxed_cut_copper_slab,minecraft:crafting_shaped
cut_copper_slab,waxed_cut_copper_slab,minecraft:crafting_shapeless
honeycomb,waxed_cut_copper_slab,minecraft:crafting_shapeless
waxed_copper_block,waxed_cut_copper_slab,minecraft:stonecutting
waxed_cut_copper,waxed_cut_copper_slab,minecraft:stonecutting
waxed_cut_copper,waxed_cut_copper_stairs,minecraft:crafting_shaped
cut_copper_stairs,waxed_cut_copper_stairs,minecraft:crafting_shapeless
honeycomb,waxed_cut_copper_stairs,minecraft:crafting_shapeless
waxed_copper_block,waxed_cut_copper_stairs,minecraft:stonecutting
waxed_cut_copper,waxed_cut_copper_stairs,minecraft:stonecutting
waxed_exposed_cut_copper_slab,waxed_exposed_chiseled_copper,minecraft:crafting_shaped
exposed_chiseled_copper,waxed_exposed_chiseled_copper,minecraft:crafting_shapeless
honeycomb,waxed_exposed_chiseled_copper,minecraft:crafting_shapeless
waxed_exposed_copper,waxed_exposed_chiseled_copper,minecraft:stonecutting
waxed_exposed_cut_copper,waxed_exposed_chiseled_copper,minecraft:stonecutting
exposed_copper_bars,waxed_exposed_copper_bars,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_bars,minecraft:crafting_shapeless
blaze_rod,waxed_exposed_copper_bulb,minecraft:crafting_shaped
waxed_exposed_copper,waxed_exposed_copper_bulb,minecraft:crafting_shaped
redstone,waxed_exposed_copper_bulb,minecraft:crafting_shaped
exposed_copper_bulb,waxed_exposed_copper_bulb,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_bulb,minecraft:crafting_shapeless
exposed_copper_chain,waxed_exposed_copper_chain,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_chain,minecraft:crafting_shapeless
exposed_copper_chest,waxed_exposed_copper_chest,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_chest,minecraft:crafting_shapeless
exposed_copper_door,waxed_exposed_copper_door,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_door,minecraft:crafting_shapeless
exposed_copper,waxed_exposed_copper,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper,minecraft:crafting_shapeless
exposed_copper_golem_statue,waxed_exposed_copper_golem_statue,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_golem_statue,minecraft:crafting_shapeless
waxed_exposed_copper,waxed_exposed_copper_grate,minecraft:crafting_shaped
exposed_copper_grate,waxed_exposed_copper_grate,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_grate,minecraft:crafting_shapeless
waxed_exposed_copper,waxed_exposed_copper_grate,minecraft:stonecutting
exposed_copper_lantern,waxed_exposed_copper_lantern,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_lantern,minecraft:crafting_shapeless
exposed_copper_trapdoor,waxed_exposed_copper_trapdoor,minecraft:crafting_shapeless
honeycomb,waxed_exposed_copper_trapdoor,minecraft:crafting_shapeless
waxed_exposed_copper,waxed_exposed_cut_copper,minecraft:crafting_shaped
exposed_cut_copper,waxed_exposed_cut_copper,minecraft:crafting_shapeless
honeycomb,waxed_exposed_cut_copper,minecraft:crafting_shapeless
waxed_exposed_copper,waxed_exposed_cut_copper,minecraft:stonecutting
waxed_exposed_cut_copper,waxed_exposed_cut_copper_slab,minecraft:crafting_shaped
exposed_cut_copper_slab,waxed_exposed_cut_copper_slab,minecraft:crafting_shapeless
honeycomb,waxed_exposed_cut_copper_slab,minecraft:crafting_shapeless
waxed_exposed_copper,waxed_exposed_cut_copper_slab,minecraft:stonecutting
waxed_exposed_cut_copper,waxed_exposed_cut_copper_slab,minecraft:stonecutting
waxed_exposed_cut_copper,waxed_exposed_cut_copper_stairs,minecraft:crafting_shaped
exposed_cut_copper_stairs,waxed_exposed_cut_copper_stairs,minecraft:crafting_shapeless
honeycomb,waxed_exposed_cut_copper_stairs,minecraft:crafting_shapeless
waxed_exposed_copper,waxed_exposed_cut_copper_stairs,minecraft:stonecutting
waxed_exposed_cut_copper,waxed_exposed_cut_copper_stairs,minecraft:stonecutting
exposed_lightning_rod,waxed_exposed_lightning_rod,minecraft:crafting_shapeless
honeycomb,waxed_exposed_lightning_rod,minecraft:crafting_shapeless
lightning_rod,waxed_lightning_rod,minecraft:crafting_shapeless
honeycomb,waxed_lightning_rod,minecraft:crafting_shapeless
waxed_oxidized_cut_copper_slab,waxed_oxidized_chiseled_copper,minecraft:crafting_shaped
oxidized_chiseled_copper,waxed_oxidized_chiseled_copper,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_chiseled_copper,minecraft:crafting_shapeless
waxed_oxidized_copper,waxed_oxidized_chiseled_copper,minecraft:stonecutting
waxed_oxidized_cut_copper,waxed_oxidized_chiseled_copper,minecraft:stonecutting
oxidized_copper_bars,waxed_oxidized_copper_bars,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_bars,minecraft:crafting_shapeless
blaze_rod,waxed_oxidized_copper_bulb,minecraft:crafting_shaped
waxed_oxidized_copper,waxed_oxidized_copper_bulb,minecraft:crafting_shaped
redstone,waxed_oxidized_copper_bulb,minecraft:crafting_shaped
oxidized_copper_bulb,waxed_oxidized_copper_bulb,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_bulb,minecraft:crafting_shapeless
oxidized_copper_chain,waxed_oxidized_copper_chain,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_chain,minecraft:crafting_shapeless
oxidized_copper_chest,waxed_oxidized_copper_chest,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_chest,minecraft:crafting_shapeless
oxidized_copper_door,waxed_oxidized_copper_door,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_door,minecraft:crafting_shapeless
oxidized_copper,waxed_oxidized_copper,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper,minecraft:crafting_shapeless
oxidized_copper_golem_statue,waxed_oxidized_copper_golem_statue,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_golem_statue,minecraft:crafting_shapeless
waxed_oxidized_copper,waxed_oxidized_copper_grate,minecraft:crafting_shaped
oxidized_copper_grate,waxed_oxidized_copper_grate,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_grate,minecraft:crafting_shapeless
waxed_oxidized_copper,waxed_oxidized_copper_grate,minecraft:stonecutting
oxidized_copper_lantern,waxed_oxidized_copper_lantern,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_lantern,minecraft:crafting_shapeless
oxidized_copper_trapdoor,waxed_oxidized_copper_trapdoor,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_copper_trapdoor,minecraft:crafting_shapeless
waxed_oxidized_copper,waxed_oxidized_cut_copper,minecraft:crafting_shaped
oxidized_cut_copper,waxed_oxidized_cut_copper,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_cut_copper,minecraft:crafting_shapeless
waxed_oxidized_copper,waxed_oxidized_cut_copper,minecraft:stonecutting
waxed_oxidized_cut_copper,waxed_oxidized_cut_copper_slab,minecraft:crafting_shaped
oxidized_cut_copper_slab,waxed_oxidized_cut_copper_slab,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_cut_copper_slab,minecraft:crafting_shapeless
waxed_oxidized_copper,waxed_oxidized_cut_copper_slab,minecraft:stonecutting
waxed_oxidized_cut_copper,waxed_oxidized_cut_copper_slab,minecraft:stonecutting
waxed_oxidized_cut_copper,waxed_oxidized_cut_copper_stairs,minecraft:crafting_shaped
oxidized_cut_copper_stairs,waxed_oxidized_cut_copper_stairs,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_cut_copper_stairs,minecraft:crafting_shapeless
waxed_oxidized_copper,waxed_oxidized_cut_copper_stairs,minecraft:stonecutting
waxed_oxidized_cut_copper,waxed_oxidized_cut_copper_stairs,minecraft:stonecutting
oxidized_lightning_rod,waxed_oxidized_lightning_rod,minecraft:crafting_shapeless
honeycomb,waxed_oxidized_lightning_rod,minecraft:crafting_shapeless
waxed_weathered_cut_copper_slab,waxed_weathered_chiseled_copper,minecraft:crafting_shaped
weathered_chiseled_copper,waxed_weathered_chiseled_copper,minecraft:crafting_shapeless
honeycomb,waxed_weathered_chiseled_copper,minecraft:crafting_shapeless
waxed_weathered_copper,waxed_weathered_chiseled_copper,minecraft:stonecutting
waxed_weathered_cut_copper,waxed_weathered_chiseled_copper,minecraft:stonecutting
weathered_copper_bars,waxed_weathered_copper_bars,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_bars,minecraft:crafting_shapeless
blaze_rod,waxed_weathered_copper_bulb,minecraft:crafting_shaped
waxed_weathered_copper,waxed_weathered_copper_bulb,minecraft:crafting_shaped
redstone,waxed_weathered_copper_bulb,minecraft:crafting_shaped
weathered_copper_bulb,waxed_weathered_copper_bulb,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_bulb,minecraft:crafting_shapeless
weathered_copper_chain,waxed_weathered_copper_chain,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_chain,minecraft:crafting_shapeless
weathered_copper_chest,waxed_weathered_copper_chest,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_chest,minecraft:crafting_shapeless
weathered_copper_door,waxed_weathered_copper_door,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_door,minecraft:crafting_shapeless
weathered_copper,waxed_weathered_copper,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper,minecraft:crafting_shapeless
weathered_copper_golem_statue,waxed_weathered_copper_golem_statue,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_golem_statue,minecraft:crafting_shapeless
waxed_weathered_copper,waxed_weathered_copper_grate,minecraft:crafting_shaped
weathered_copper_grate,waxed_weathered_copper_grate,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_grate,minecraft:crafting_shapeless
waxed_weathered_copper,waxed_weathered_copper_grate,minecraft:stonecutting
weathered_copper_lantern,waxed_weathered_copper_lantern,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_lantern,minecraft:crafting_shapeless
weathered_copper_trapdoor,waxed_weathered_copper_trapdoor,minecraft:crafting_shapeless
honeycomb,waxed_weathered_copper_trapdoor,minecraft:crafting_shapeless
waxed_weathered_copper,waxed_weathered_cut_copper,minecraft:crafting_shaped
weathered_cut_copper,waxed_weathered_cut_copper,minecraft:crafting_shapeless
honeycomb,waxed_weathered_cut_copper,minecraft:crafting_shapeless
waxed_weathered_copper,waxed_weathered_cut_copper,minecraft:stonecutting
waxed_weathered_cut_copper,waxed_weathered_cut_copper_slab,minecraft:crafting_shaped
weathered_cut_copper_slab,waxed_weathered_cut_copper_slab,minecraft:crafting_shapeless
honeycomb,waxed_weathered_cut_copper_slab,minecraft:crafting_shapeless
waxed_weathered_copper,waxed_weathered_cut_copper_slab,minecraft:stonecutting
waxed_weathered_cut_copper,waxed_weathered_cut_copper_slab,minecraft:stonecutting
waxed_weathered_cut_copper,waxed_weathered_cut_copper_stairs,minecraft:crafting_shaped
weathered_cut_copper_stairs,waxed_weathered_cut_copper_stairs,minecraft:crafting_shapeless
